id,Sex,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
893225,1.2,25,191.0,89.0,11.0,90.0,39.5
893226,0.0,20,162.0,66.0,7.0,85.0,39.4
893227,1.2,42,158.0,56.0,15.0,98.0,40.4
893228,1.2,38,190.0,94.0,29.0,111.0,41.2
893229,0.0,35,170.0,68.0,22.0,90.0,40.4
893230,0.0,27,194.0,92.0,20.0,103.0,40.4
893231,1.2,32,191.0,99.0,16.0,90.0,40.3
893232,0.0,57,174.0,82.0,27.0,109.0,41.1
893233,0.0,55,182.0,89.0,20.0,94.0,40.6
893234,1.2,56,170.0,75.0,6.0,89.0,39.4
893235,1.2,48,181.0,86.0,3.0,81.0,38.6
893236,1.2,37,174.0,75.0,15.0,93.0,40.0
893237,0.0,27,178.0,77.0,29.0,109.0,40.8
893238,1.2,49,198.0,96.0,8.0,91.0,39.5
893239,0.0,62,183.0,83.0,18.0,102.0,40.3
893240,1.2,21,169.0,66.0,5.0,84.0,39.3
893241,1.2,28,159.0,59.0,29.0,109.0,41.0
893242,1.2,58,179.0,81.0,20.0,98.0,40.7
893243,1.2,32,189.0,93.0,28.0,108.0,40.8
893244,0.0,47,167.0,69.0,17.0,93.0,40.5
893245,1.2,25,181.0,86.0,26.0,105.0,40.8
893246,1.2,61,149.0,50.0,2.0,89.0,37.9
893247,0.0,20,158.0,56.0,10.0,88.0,39.8
893248,0.0,54,177.0,80.0,28.0,103.0,40.7
893249,0.0,25,163.0,59.0,15.0,97.0,40.3
893250,1.2,42,157.0,60.0,17.0,94.0,40.2
893251,0.0,29,185.0,86.0,13.0,96.0,39.8
893252,1.2,25,184.0,84.0,7.0,80.0,39.6
893253,0.0,40,199.0,102.0,21.0,105.0,40.4
893254,1.2,44,171.0,68.0,27.0,111.0,40.8
893255,0.0,27,170.0,65.0,2.0,82.0,38.1
893256,0.0,25,159.0,57.0,24.0,105.0,40.7
893257,1.2,50,164.0,60.0,2.0,79.0,38.3
893258,0.0,48,167.0,66.0,20.0,98.0,40.8
893259,0.0,22,158.0,57.0,20.0,104.0,40.3
893260,0.0,36,173.0,73.0,28.0,109.0,40.9
893261,0.0,44,192.0,93.0,21.0,99.0,40.4
893262,0.0,48,164.0,64.0,3.0,82.0,38.4
893263,0.0,56,173.0,71.0,26.0,107.0,40.9
893264,0.0,37,196.0,98.0,29.0,113.0,40.8
893265,0.0,33,190.0,86.0,30.0,102.0,40.8
893266,0.0,43,162.0,58.0,17.0,97.0,40.1
893267,0.0,67,174.0,74.0,24.0,104.0,40.9
893268,1.2,23,186.0,81.0,23.0,98.0,40.7
893269,0.0,31,176.0,73.0,22.0,97.0,40.6
893270,1.2,50,187.0,89.0,18.0,96.0,40.4
893271,1.2,30,174.0,74.0,16.0,97.0,40.3
893272,1.2,64,157.0,57.0,25.0,108.0,40.3
893273,1.2,40,203.0,99.0,8.0,91.0,39.6
893274,1.2,22,185.0,84.0,28.0,111.0,40.7
893275,0.0,44,173.0,73.0,27.0,101.0,40.8
893276,0.0,31,168.0,68.0,26.0,105.0,40.8
893277,0.0,31,196.0,98.0,18.0,98.0,40.7
893278,0.0,63,184.0,85.0,5.0,84.0,39.1
893279,1.2,50,188.0,91.0,28.0,108.0,41.2
893280,0.0,73,181.0,76.0,27.0,109.0,40.7
893281,0.0,43,172.0,59.0,6.0,88.0,39.3
893282,1.2,61,175.0,77.0,25.0,112.0,40.8
893283,0.0,24,189.0,91.0,7.0,80.0,39.6
893284,1.2,76,191.0,84.0,22.0,105.0,40.9
893285,1.2,63,172.0,69.0,24.0,105.0,40.9
893286,1.2,43,179.0,78.0,5.0,86.0,39.1
893287,1.2,25,166.0,71.0,22.0,100.0,40.7
893288,1.2,28,160.0,56.0,14.0,106.0,40.5
893289,1.2,45,192.0,91.0,28.0,105.0,40.7
893290,0.0,21,169.0,68.0,21.0,104.0,40.4
893291,1.2,21,206.0,103.0,25.0,101.0,40.9
893292,1.2,30,181.0,84.0,1.0,79.0,37.8
893293,1.2,39,192.0,92.0,18.0,94.0,40.3
893294,0.0,66,155.0,57.0,11.0,88.0,40.1
893295,1.2,20,187.0,88.0,24.0,106.0,40.6
893296,0.0,30,166.0,64.0,8.0,83.0,39.6
893297,1.2,59,189.0,91.0,6.0,81.0,39.3
893298,1.2,22,200.0,98.0,9.0,89.0,39.7
893299,1.2,67,177.0,77.0,28.0,111.0,41.2
893300,1.2,28,193.0,99.0,29.0,111.0,40.8
893301,1.2,40,158.0,62.0,4.0,85.0,38.9
893302,1.2,52,181.0,83.0,17.0,98.0,40.4
893303,1.2,58,163.0,61.0,13.0,88.0,39.8
893304,1.2,41,161.0,58.0,16.0,92.0,40.2
893305,1.2,57,200.0,98.0,20.0,110.0,40.7
893306,0.0,28,160.0,61.0,12.0,90.0,40.0
893307,1.2,45,184.0,84.0,14.0,98.0,39.8
893308,0.0,20,182.0,83.0,30.0,104.0,41.0
893309,0.0,61,162.0,63.0,26.0,110.0,40.7
893310,0.0,45,176.0,81.0,3.0,75.0,38.6
893311,1.2,60,169.0,68.0,5.0,84.0,39.1
893312,1.2,64,193.0,99.0,10.0,95.0,40.3
893313,0.0,31,197.0,97.0,8.0,89.0,39.8
893314,0.0,50,183.0,91.0,27.0,108.0,40.8
893315,0.0,27,159.0,61.0,17.0,97.0,40.3
893316,1.2,43,172.0,71.0,11.0,99.0,40.0
893317,0.0,59,170.0,66.0,10.0,86.0,39.8
893318,1.2,29,175.0,79.0,3.0,84.0,38.1
893319,0.0,52,158.0,61.0,19.0,99.0,40.2
893320,1.2,42,165.0,69.0,15.0,99.0,40.2
893321,0.0,61,169.0,74.0,19.0,109.0,40.5
893322,0.0,48,161.0,61.0,22.0,111.0,40.7
893323,0.0,21,195.0,99.0,23.0,104.0,40.8
893324,0.0,23,178.0,76.0,13.0,91.0,40.0
893325,0.0,40,177.0,71.0,14.0,83.0,40.0
893326,0.0,69,174.0,72.0,3.0,91.0,38.9
893327,0.0,32,183.0,91.0,4.0,78.0,39.0
893328,1.2,31,204.0,104.0,17.0,101.0,40.6
893329,1.2,42,185.0,89.0,6.0,89.0,39.4
893330,1.2,29,171.0,73.0,12.0,93.0,40.1
893331,1.2,49,196.0,92.0,14.0,93.0,40.2
893332,1.2,51,162.0,57.0,16.0,99.0,40.3
893333,1.2,31,159.0,60.0,20.0,103.0,40.3
893334,1.2,40,167.0,67.0,19.0,88.0,40.3
893335,0.0,34,172.0,69.0,3.0,81.0,38.4
893336,1.2,34,169.0,69.0,21.0,94.0,40.6
893337,0.0,59,170.0,72.0,24.0,107.0,40.7
893338,0.0,20,175.0,74.0,12.0,101.0,40.1
893339,0.0,21,164.0,61.0,13.0,90.0,40.3
893340,0.0,22,181.0,84.0,13.0,95.0,40.0
893341,0.0,24,162.0,58.0,27.0,112.0,40.7
893342,0.0,71,165.0,61.0,18.0,89.0,40.2
893343,1.2,33,169.0,70.0,14.0,97.0,39.9
893344,0.0,26,168.0,62.0,20.0,97.0,40.7
893345,0.0,54,165.0,68.0,14.0,95.0,40.3
893346,1.2,36,198.0,105.0,4.0,87.0,38.8
893347,0.0,68,190.0,93.0,28.0,105.0,41.0
893348,1.2,67,161.0,58.0,27.0,107.0,40.8
893349,1.2,31,173.0,68.0,28.0,107.0,40.5
893350,1.2,51,174.0,79.0,1.0,90.0,37.6
893351,0.0,24,163.0,69.0,7.0,81.0,39.7
893352,1.2,59,196.0,103.0,22.0,101.0,40.6
893353,1.2,46,158.0,60.0,18.0,106.0,40.6
893354,0.0,23,180.0,82.0,24.0,110.0,40.7
893355,0.0,44,180.0,81.0,5.0,89.0,38.8
893356,1.2,49,175.0,79.0,29.0,104.0,40.9
893357,1.2,21,160.0,56.0,10.0,91.0,39.8
893358,0.0,40,192.0,96.0,2.0,81.0,38.7
893359,1.2,35,150.0,54.0,13.0,94.0,40.1
893360,0.0,25,159.0,53.0,29.0,106.0,41.0
893361,0.0,33,182.0,81.0,9.0,85.0,39.1
893362,1.2,74,171.0,74.0,8.0,91.0,39.9
893363,0.0,33,182.0,80.0,29.0,110.0,40.7
893364,0.0,57,176.0,81.0,17.0,99.0,40.3
893365,1.2,61,159.0,61.0,15.0,90.0,39.9
893366,1.2,40,183.0,80.0,12.0,98.0,40.2
893367,1.2,21,186.0,90.0,10.0,88.0,40.0
893368,1.2,57,163.0,59.0,8.0,87.0,39.8
893369,0.0,37,174.0,77.0,27.0,109.0,40.6
893370,0.0,55,164.0,61.0,8.0,94.0,39.4
893371,0.0,42,187.0,90.0,9.0,80.0,39.8
893372,1.2,48,191.0,92.0,6.0,82.0,39.5
893373,0.0,44,184.0,83.0,10.0,88.0,39.7
893374,0.0,61,157.0,54.0,17.0,94.0,40.0
893375,0.0,33,181.0,81.0,30.0,111.0,40.8
893376,1.2,48,155.0,55.0,10.0,93.0,39.8
893377,0.0,57,177.0,82.0,25.0,101.0,40.5
893378,1.2,31,187.0,80.0,15.0,101.0,40.3
893379,1.2,67,178.0,73.0,17.0,101.0,40.1
893380,0.0,45,195.0,92.0,12.0,88.0,40.0
893381,1.2,24,179.0,81.0,28.0,104.0,40.9
893382,1.2,72,184.0,80.0,8.0,79.0,39.5
893383,1.2,28,171.0,72.0,12.0,94.0,40.4
893384,0.0,55,168.0,73.0,22.0,97.0,40.6
893385,0.0,21,188.0,91.0,28.0,117.0,40.9
893386,0.0,40,157.0,57.0,3.0,94.0,38.5
893387,0.0,62,185.0,85.0,22.0,98.0,40.6
893388,0.0,48,161.0,62.0,2.0,83.0,38.0
893389,1.2,36,196.0,96.0,28.0,106.0,40.6
893390,0.0,30,185.0,87.0,3.0,91.0,38.9
893391,0.0,35,177.0,80.0,27.0,108.0,40.9
893392,1.2,61,179.0,81.0,26.0,104.0,40.8
893393,0.0,52,165.0,63.0,26.0,101.0,40.7
893394,0.0,58,168.0,69.0,16.0,99.0,40.3
893395,1.2,54,170.0,67.0,8.0,87.0,39.7
893396,0.0,50,191.0,101.0,11.0,99.0,40.1
893397,1.2,23,187.0,89.0,21.0,100.0,40.8
893398,1.2,26,159.0,58.0,9.0,84.0,39.9
893399,1.2,21,181.0,83.0,30.0,105.0,41.0
893400,0.0,37,177.0,79.0,8.0,91.0,39.2
893401,1.2,36,163.0,62.0,13.0,91.0,39.9
893402,1.2,38,158.0,60.0,17.0,94.0,40.4
893403,0.0,46,196.0,97.0,7.0,82.0,39.5
893404,0.0,63,181.0,81.0,10.0,93.0,40.2
893405,1.2,51,156.0,57.0,6.0,81.0,39.1
893406,1.2,52,158.0,60.0,3.0,85.0,38.7
893407,0.0,27,177.0,73.0,1.0,88.0,37.6
893408,0.0,50,190.0,96.0,17.0,101.0,40.5
893409,1.2,40,187.0,90.0,14.0,90.0,40.2
893410,1.2,46,168.0,71.0,24.0,97.0,40.6
893411,0.0,32,194.0,101.0,13.0,98.0,40.0
893412,0.0,26,164.0,61.0,30.0,114.0,41.0
893413,0.0,45,168.0,64.0,6.0,97.0,39.4
893414,0.0,37,175.0,75.0,29.0,114.0,40.9
893415,0.0,70,188.0,89.0,6.0,93.0,39.4
893416,1.2,53,166.0,66.0,27.0,110.0,40.8
893417,1.2,29,183.0,83.0,27.0,110.0,40.8
893418,1.2,37,173.0,71.0,26.0,107.0,40.7
893419,1.2,58,151.0,57.0,26.0,102.0,40.8
893420,0.0,51,187.0,91.0,24.0,111.0,40.5
893421,0.0,22,166.0,64.0,15.0,93.0,40.5
893422,0.0,22,178.0,85.0,11.0,90.0,40.0
893423,0.0,34,154.0,56.0,1.0,81.0,37.5
893424,0.0,27,170.0,79.0,19.0,104.0,40.6
893425,0.0,43,161.0,61.0,17.0,100.0,40.3
893426,1.2,24,155.0,56.0,6.0,82.0,39.0
893427,0.0,64,157.0,56.0,21.0,103.0,40.4
893428,1.2,21,163.0,59.0,5.0,76.0,39.2
893429,0.0,34,176.0,74.0,21.0,99.0,41.2
893430,1.2,75,201.0,108.0,3.0,76.0,38.2
893431,1.2,33,174.0,64.0,5.0,94.0,39.3
893432,0.0,23,179.0,68.0,19.0,102.0,40.7
893433,1.2,47,158.0,62.0,17.0,109.0,40.1
893434,0.0,72,168.0,67.0,23.0,110.0,40.3
893435,0.0,58,189.0,92.0,14.0,91.0,40.3
893436,0.0,50,161.0,62.0,21.0,107.0,40.5
893437,1.2,21,163.0,58.0,8.0,90.0,39.7
893438,1.2,48,186.0,92.0,8.0,90.0,39.6
893439,0.0,49,175.0,78.0,22.0,108.0,40.5
893440,0.0,45,175.0,72.0,6.0,82.0,39.5
893441,0.0,40,169.0,63.0,21.0,103.0,40.6
893442,1.2,68,179.0,77.0,11.0,91.0,40.0
893443,0.0,56,183.0,85.0,8.0,91.0,39.6
893444,1.2,26,187.0,88.0,6.0,81.0,39.7
893445,0.0,51,195.0,97.0,17.0,99.0,41.2
893446,0.0,64,174.0,81.0,25.0,95.0,40.9
893447,1.2,41,194.0,91.0,26.0,113.0,40.9
893448,0.0,35,176.0,75.0,21.0,105.0,40.5
893449,0.0,20,154.0,54.0,4.0,82.0,38.7
893450,1.2,66,190.0,93.0,30.0,104.0,41.3
893451,1.2,27,185.0,86.0,25.0,109.0,40.8
893452,0.0,20,169.0,62.0,15.0,99.0,40.3
893453,0.0,57,184.0,77.0,17.0,104.0,40.4
893454,0.0,25,160.0,58.0,25.0,106.0,40.7
893455,1.2,59,188.0,89.0,4.0,90.0,38.8
893456,0.0,22,170.0,73.0,11.0,97.0,39.8
893457,1.2,55,149.0,52.0,3.0,83.0,38.3
893458,1.2,79,173.0,76.0,29.0,108.0,40.8
893459,1.2,40,183.0,81.0,3.0,83.0,38.6
893460,0.0,41,177.0,80.0,5.0,84.0,39.0
893461,1.2,37,163.0,64.0,7.0,85.0,39.3
893462,0.0,40,167.0,70.0,29.0,111.0,40.9
893463,0.0,26,167.0,65.0,10.0,89.0,39.7
893464,0.0,73,179.0,76.0,10.0,82.0,39.7
893465,0.0,70,170.0,73.0,3.0,86.0,38.0
893466,0.0,54,193.0,96.0,5.0,83.0,39.2
893467,0.0,26,171.0,72.0,24.0,114.0,40.7
893468,1.2,32,181.0,75.0,15.0,94.0,40.6
893469,1.2,42,178.0,70.0,5.0,94.0,39.4
893470,1.2,26,160.0,60.0,19.0,104.0,40.6
893471,1.2,21,159.0,61.0,27.0,114.0,40.9
893472,0.0,59,167.0,62.0,24.0,97.0,41.0
893473,0.0,20,186.0,82.0,16.0,106.0,40.2
893474,0.0,21,154.0,54.0,8.0,83.0,39.6
893475,1.2,29,183.0,88.0,18.0,98.0,40.3
893476,1.2,21,191.0,94.0,28.0,103.0,40.8
893477,0.0,44,177.0,79.0,9.0,90.0,40.2
893478,0.0,55,168.0,67.0,2.0,89.0,38.3
893479,1.2,51,177.0,82.0,24.0,102.0,40.7
893480,0.0,40,180.0,84.0,23.0,110.0,40.6
893481,0.0,32,185.0,84.0,3.0,83.0,38.2
893482,0.0,47,185.0,87.0,11.0,99.0,39.9
893483,1.2,30,180.0,84.0,4.0,79.0,38.6
893484,0.0,34,186.0,93.0,18.0,97.0,40.4
893485,1.2,40,181.0,87.0,18.0,101.0,40.1
893486,1.2,60,159.0,63.0,10.0,84.0,39.9
893487,1.2,42,187.0,88.0,29.0,110.0,40.8
893488,1.2,24,162.0,59.0,4.0,81.0,38.8
893489,0.0,44,167.0,65.0,10.0,93.0,39.6
893490,0.0,45,180.0,88.0,11.0,98.0,40.0
893491,0.0,68,193.0,98.0,25.0,105.0,40.8
893492,1.2,54,159.0,59.0,22.0,97.0,40.6
893493,1.2,56,190.0,94.0,3.0,77.0,38.8
893494,0.0,20,157.0,53.0,9.0,88.0,40.2
893495,0.0,21,186.0,86.0,23.0,103.0,40.5
893496,1.2,40,172.0,74.0,4.0,88.0,38.9
893497,1.2,65,161.0,61.0,16.0,99.0,40.4
893498,1.2,40,174.0,80.0,25.0,102.0,40.7
893499,0.0,37,182.0,88.0,18.0,96.0,40.5
893500,0.0,50,170.0,66.0,18.0,101.0,40.5
893501,0.0,45,164.0,57.0,8.0,81.0,39.5
893502,1.2,73,165.0,68.0,28.0,103.0,40.6
893503,1.2,42,152.0,54.0,16.0,88.0,40.4
893504,0.0,46,150.0,54.0,2.0,73.0,38.5
893505,1.2,21,179.0,79.0,24.0,93.0,40.4
893506,1.2,23,159.0,59.0,23.0,102.0,40.6
893507,0.0,27,186.0,84.0,24.0,91.0,40.7
893508,1.2,38,184.0,92.0,3.0,91.0,38.7
893509,1.2,26,180.0,78.0,5.0,81.0,39.0
893510,1.2,59,193.0,101.0,16.0,97.0,40.3
893511,0.0,42,174.0,79.0,2.0,75.0,38.2
893512,1.2,29,165.0,66.0,7.0,85.0,39.4
893513,0.0,65,172.0,81.0,16.0,96.0,40.3
893514,1.2,32,165.0,63.0,8.0,88.0,39.6
893515,1.2,34,165.0,60.0,20.0,94.0,40.4
893516,1.2,26,160.0,55.0,19.0,102.0,40.4
893517,0.0,21,183.0,83.0,9.0,85.0,39.7
893518,0.0,22,164.0,64.0,20.0,106.0,40.3
893519,0.0,21,169.0,64.0,9.0,82.0,39.4
893520,0.0,35,156.0,54.0,22.0,98.0,40.8
893521,0.0,79,158.0,65.0,24.0,111.0,40.6
893522,0.0,24,173.0,77.0,5.0,90.0,38.6
893523,0.0,35,181.0,81.0,28.0,112.0,40.7
893524,1.2,30,159.0,60.0,10.0,100.0,39.8
893525,0.0,41,182.0,77.0,23.0,105.0,40.6
893526,0.0,25,188.0,85.0,11.0,93.0,39.5
893527,0.0,31,158.0,54.0,14.0,95.0,40.3
893528,0.0,77,176.0,72.0,2.0,75.0,38.2
893529,1.2,20,179.0,82.0,4.0,85.0,39.2
893530,1.2,38,190.0,92.0,29.0,112.0,40.8
893531,1.2,21,187.0,96.0,14.0,89.0,40.3
893532,0.0,40,185.0,84.0,11.0,91.0,39.6
893533,1.2,54,192.0,99.0,4.0,77.0,38.9
893534,0.0,51,195.0,94.0,26.0,104.0,40.7
893535,0.0,47,184.0,81.0,27.0,106.0,40.8
893536,1.2,63,185.0,92.0,21.0,95.0,40.5
893537,0.0,43,158.0,57.0,25.0,107.0,40.6
893538,0.0,53,159.0,57.0,26.0,103.0,40.7
893539,1.2,54,159.0,59.0,29.0,104.0,41.2
893540,0.0,36,184.0,83.0,4.0,82.0,38.4
893541,1.2,41,192.0,92.0,6.0,82.0,39.1
893542,0.0,53,172.0,69.0,6.0,90.0,39.4
893543,1.2,56,185.0,85.0,8.0,85.0,39.6
893544,1.2,45,161.0,60.0,14.0,99.0,40.3
893545,0.0,59,161.0,62.0,24.0,94.0,40.5
893546,0.0,53,184.0,90.0,10.0,89.0,39.8
893547,0.0,30,192.0,92.0,21.0,108.0,40.5
893548,1.2,50,184.0,80.0,25.0,107.0,40.6
893549,0.0,60,183.0,89.0,5.0,79.0,39.2
893550,1.2,22,189.0,89.0,3.0,85.0,38.5
893551,0.0,36,158.0,60.0,17.0,96.0,40.2
893552,0.0,79,155.0,56.0,23.0,106.0,40.7
893553,1.2,45,179.0,79.0,14.0,96.0,39.8
893554,1.2,50,181.0,84.0,4.0,87.0,38.5
893555,1.2,21,173.0,72.0,5.0,82.0,39.1
893556,1.2,54,178.0,81.0,11.0,84.0,39.7
893557,0.0,44,192.0,94.0,6.0,87.0,39.4
893558,1.2,32,154.0,58.0,3.0,90.0,38.5
893559,0.0,20,165.0,61.0,26.0,107.0,40.9
893560,0.0,25,178.0,80.0,4.0,85.0,38.9
893561,0.0,30,182.0,84.0,28.0,108.0,40.8
893562,1.2,52,185.0,90.0,7.0,89.0,39.4
893563,1.2,60,165.0,67.0,2.0,81.0,38.3
893564,0.0,48,167.0,66.0,28.0,116.0,41.0
893565,1.2,42,161.0,62.0,15.0,96.0,40.1
893566,1.2,26,177.0,73.0,6.0,89.0,39.2
893567,1.2,34,194.0,91.0,24.0,110.0,40.8
893568,0.0,40,161.0,59.0,15.0,96.0,40.3
893569,1.2,50,171.0,66.0,4.0,96.0,39.1
893570,0.0,46,188.0,92.0,21.0,105.0,40.5
893571,0.0,23,178.0,77.0,1.0,86.0,37.8
893572,1.2,47,169.0,70.0,28.0,102.0,40.6
893573,1.2,26,171.0,68.0,8.0,84.0,39.6
893574,1.2,34,189.0,84.0,13.0,89.0,39.4
893575,1.2,62,188.0,93.0,9.0,90.0,39.7
893576,1.2,24,169.0,64.0,4.0,76.0,38.6
893577,1.2,21,166.0,68.0,4.0,89.0,38.8
893578,0.0,35,163.0,64.0,5.0,84.0,39.3
893579,0.0,58,164.0,66.0,16.0,95.0,40.3
893580,1.2,61,188.0,96.0,27.0,111.0,40.8
893581,1.2,52,186.0,88.0,14.0,92.0,40.3
893582,1.2,52,184.0,90.0,6.0,89.0,39.2
893583,0.0,49,198.0,99.0,22.0,99.0,40.6
893584,0.0,32,190.0,88.0,15.0,101.0,40.6
893585,0.0,35,179.0,84.0,29.0,104.0,40.9
893586,0.0,56,171.0,73.0,5.0,87.0,39.2
893587,1.2,22,171.0,71.0,2.0,92.0,38.2
893588,1.2,61,170.0,66.0,26.0,89.0,41.0
893589,1.2,78,160.0,61.0,25.0,104.0,40.5
893590,0.0,57,195.0,97.0,14.0,95.0,40.1
893591,0.0,54,182.0,78.0,28.0,108.0,40.9
893592,0.0,42,183.0,94.0,9.0,87.0,39.6
893593,0.0,30,191.0,87.0,13.0,97.0,40.2
893594,1.2,31,164.0,61.0,20.0,101.0,40.3
893595,0.0,22,148.0,50.0,21.0,96.0,40.8
893596,1.2,21,190.0,89.0,3.0,79.0,38.6
893597,0.0,62,192.0,96.0,14.0,98.0,40.2
893598,0.0,22,189.0,99.0,21.0,98.0,40.5
893599,1.2,65,183.0,85.0,26.0,114.0,40.9
893600,0.0,20,175.0,72.0,5.0,90.0,39.0
893601,0.0,68,163.0,66.0,13.0,94.0,39.9
893602,0.0,43,155.0,54.0,26.0,113.0,40.7
893603,1.2,41,182.0,77.0,3.0,83.0,38.9
893604,0.0,42,194.0,102.0,5.0,76.0,39.7
893605,1.2,54,174.0,76.0,26.0,114.0,40.9
893606,1.2,32,161.0,61.0,12.0,99.0,40.3
893607,1.2,20,150.0,51.0,26.0,108.0,40.9
893608,1.2,53,194.0,102.0,8.0,95.0,39.5
893609,1.2,27,165.0,65.0,14.0,90.0,40.1
893610,1.2,37,187.0,92.0,10.0,98.0,40.0
893611,1.2,25,196.0,102.0,14.0,99.0,40.2
893612,1.2,39,162.0,66.0,3.0,82.0,39.1
893613,1.2,42,169.0,64.0,9.0,88.0,39.8
893614,0.0,59,162.0,63.0,12.0,97.0,40.2
893615,0.0,22,151.0,48.0,12.0,89.0,40.3
893616,1.2,28,187.0,88.0,5.0,91.0,39.0
893617,0.0,36,162.0,62.0,1.0,90.0,37.7
893618,0.0,37,186.0,83.0,12.0,84.0,39.6
893619,0.0,64,165.0,69.0,11.0,93.0,40.0
893620,1.2,24,174.0,70.0,3.0,81.0,38.6
893621,1.2,75,174.0,75.0,30.0,100.0,41.1
893622,1.2,39,161.0,64.0,2.0,89.0,38.3
893623,1.2,31,155.0,55.0,7.0,93.0,39.3
893624,0.0,32,206.0,111.0,5.0,75.0,39.3
893625,0.0,21,160.0,56.0,27.0,114.0,40.8
893626,0.0,48,174.0,73.0,13.0,95.0,40.3
893627,0.0,21,166.0,65.0,8.0,84.0,39.5
893628,1.2,40,187.0,92.0,17.0,97.0,40.5
893629,0.0,32,176.0,82.0,20.0,105.0,40.5
893630,0.0,40,172.0,70.0,5.0,82.0,39.1
893631,1.2,37,157.0,63.0,17.0,96.0,40.3
893632,1.2,32,171.0,66.0,8.0,93.0,39.4
893633,0.0,58,177.0,83.0,2.0,84.0,38.1
893634,0.0,61,152.0,54.0,8.0,89.0,39.4
893635,1.2,38,170.0,74.0,4.0,93.0,39.2
893636,1.2,22,174.0,71.0,14.0,90.0,40.3
893637,0.0,70,185.0,83.0,10.0,82.0,39.8
893638,0.0,43,185.0,91.0,10.0,95.0,39.6
893639,1.2,34,185.0,88.0,13.0,98.0,39.9
893640,0.0,44,159.0,59.0,25.0,108.0,40.5
893641,0.0,32,174.0,68.0,8.0,82.0,39.6
893642,0.0,43,183.0,90.0,13.0,94.0,39.7
893643,1.2,44,177.0,79.0,27.0,109.0,40.9
893644,1.2,53,193.0,97.0,26.0,100.0,41.2
893645,1.2,31,171.0,69.0,11.0,91.0,40.2
893646,1.2,27,193.0,96.0,17.0,98.0,40.2
893647,0.0,42,163.0,58.0,13.0,93.0,39.9
893648,1.2,20,166.0,63.0,22.0,109.0,40.2
893649,1.2,68,172.0,74.0,26.0,103.0,40.7
893650,1.2,21,175.0,73.0,24.0,107.0,40.7
893651,1.2,40,181.0,87.0,19.0,102.0,40.5
893652,0.0,46,188.0,92.0,11.0,92.0,40.0
893653,1.2,21,186.0,91.0,3.0,89.0,38.6
893654,1.2,47,189.0,91.0,18.0,98.0,40.4
893655,0.0,31,181.0,81.0,14.0,94.0,40.3
893656,1.2,50,155.0,59.0,26.0,105.0,40.5
893657,0.0,28,191.0,98.0,9.0,86.0,39.6
893658,1.2,43,173.0,71.0,25.0,102.0,40.5
893659,0.0,57,174.0,76.0,23.0,96.0,40.5
893660,0.0,34,189.0,89.0,25.0,95.0,40.7
893661,1.2,50,161.0,64.0,6.0,82.0,39.7
893662,1.2,42,168.0,67.0,7.0,83.0,39.5
893663,0.0,41,158.0,60.0,9.0,91.0,39.7
893664,1.2,36,190.0,87.0,25.0,116.0,41.3
893665,0.0,39,158.0,56.0,3.0,84.0,38.8
893666,0.0,65,194.0,92.0,19.0,103.0,40.6
893667,1.2,27,176.0,75.0,8.0,84.0,39.8
893668,0.0,52,153.0,60.0,3.0,85.0,38.6
893669,0.0,59,183.0,84.0,27.0,113.0,40.8
893670,1.2,38,168.0,65.0,24.0,105.0,40.7
893671,1.2,22,190.0,92.0,13.0,91.0,40.3
893672,1.2,54,179.0,75.0,30.0,104.0,41.0
893673,0.0,34,166.0,63.0,2.0,79.0,38.4
893674,0.0,32,189.0,95.0,3.0,89.0,39.0
893675,1.2,20,163.0,59.0,18.0,92.0,40.7
893676,0.0,56,181.0,76.0,27.0,101.0,40.3
893677,1.2,39,165.0,69.0,15.0,92.0,40.1
893678,1.2,45,181.0,81.0,25.0,103.0,40.8
893679,1.2,37,185.0,87.0,11.0,94.0,39.9
893680,1.2,51,184.0,86.0,10.0,91.0,39.5
893681,0.0,25,193.0,93.0,2.0,74.0,38.2
893682,0.0,45,184.0,93.0,6.0,93.0,39.7
893683,1.2,29,181.0,73.0,25.0,102.0,40.6
893684,1.2,53,180.0,83.0,10.0,90.0,39.9
893685,0.0,48,163.0,59.0,21.0,104.0,40.5
893686,0.0,45,156.0,55.0,23.0,105.0,40.7
893687,1.2,32,197.0,101.0,19.0,99.0,40.1
893688,1.2,52,174.0,71.0,30.0,110.0,40.9
893689,1.2,54,162.0,61.0,19.0,98.0,40.7
893690,1.2,35,164.0,68.0,27.0,109.0,40.7
893691,0.0,40,179.0,82.0,22.0,99.0,40.8
893692,1.2,28,182.0,76.0,6.0,86.0,38.9
893693,1.2,40,147.0,51.0,26.0,106.0,40.7
893694,1.2,20,179.0,80.0,6.0,86.0,39.3
893695,1.2,38,173.0,76.0,24.0,99.0,40.4
893696,0.0,74,167.0,66.0,21.0,104.0,40.6
893697,0.0,41,187.0,93.0,16.0,99.0,40.5
893698,0.0,64,179.0,86.0,28.0,106.0,40.9
893699,0.0,55,176.0,76.0,3.0,75.0,38.9
893700,1.2,42,157.0,54.0,10.0,96.0,39.7
893701,0.0,54,184.0,80.0,9.0,90.0,39.8
893702,0.0,21,165.0,60.0,9.0,90.0,39.7
893703,1.2,36,192.0,89.0,23.0,101.0,40.3
893704,1.2,23,154.0,55.0,19.0,92.0,40.5
893705,1.2,30,177.0,78.0,30.0,113.0,40.9
