id,Sex,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,imc,Sex_encoded
880478,female,45,162.0,56.0,8.0,82.0,39.8,21.338210638622158,89.03368342867219
880479,female,58,182.0,82.0,20.0,101.0,40.9,24.755464315903875,89.03368342867219
880480,female,21,160.0,55.0,11.0,85.0,40.0,21.484374999999996,87.53476116586509
880481,male,52,175.0,76.0,8.0,81.0,39.5,24.816326530612244,89.03368342867219
880482,female,55,156.0,62.0,23.0,102.0,41.0,25.476660092044707,89.03368342867219
880483,female,21,179.0,77.0,4.0,77.0,39.0,24.031709372366656,89.03368342867219
880484,female,40,170.0,72.0,30.0,115.0,40.4,24.913494809688583,87.53476116586509
880485,male,27,170.0,76.0,22.0,99.0,40.3,26.29757785467128,89.03368342867219
880486,female,60,183.0,79.0,1.0,87.0,37.7,23.589835468362743,87.53476116586509
880487,male,30,182.0,84.0,1.0,84.0,37.7,25.359256128486894,89.03368342867219
880488,female,32,161.0,62.0,15.0,92.0,39.9,23.9188302920412,89.03368342867219
880489,male,58,193.0,93.0,20.0,102.0,40.5,24.967113211092915,87.53476116586509
880490,male,49,200.0,104.0,15.0,99.0,39.9,26.0,89.03368342867219
880491,male,30,191.0,92.0,23.0,110.0,40.8,25.218606946081522,87.53476116586509
880492,female,40,164.0,60.0,29.0,112.0,41.0,22.308149910767405,87.53476116586509
880493,male,44,184.0,80.0,16.0,96.0,40.4,23.629489603024574,87.53476116586509
880494,female,56,156.0,57.0,29.0,106.0,40.9,23.422090729783037,89.03368342867219
880495,female,54,169.0,73.0,24.0,105.0,40.7,25.55932915514163,89.03368342867219
880496,male,71,194.0,100.0,12.0,87.0,39.8,26.570305027101714,89.03368342867219
880497,female,40,156.0,57.0,23.0,111.0,40.4,23.422090729783037,87.53476116586509
880498,male,20,180.0,74.0,9.0,93.0,39.6,22.839506172839506,89.03368342867219
880499,female,46,154.0,54.0,27.0,105.0,41.3,22.76943835385394,89.03368342867219
880500,male,20,192.0,91.0,12.0,88.0,40.3,24.68532986111111,87.53476116586509
880501,male,35,181.0,75.0,20.0,98.0,40.6,22.89307408198773,87.53476116586509
880502,female,35,159.0,59.0,11.0,99.0,40.1,23.337684427040067,89.03368342867219
880503,female,55,164.0,62.0,17.0,99.0,40.2,23.051754907792983,87.53476116586509
880504,female,41,171.0,71.0,17.0,95.0,40.5,24.280975342840534,87.53476116586509
880505,female,22,158.0,55.0,20.0,104.0,40.7,22.031725684986377,89.03368342867219
880506,male,47,195.0,99.0,24.0,98.0,40.8,26.035502958579883,89.03368342867219
880507,male,30,185.0,79.0,8.0,79.0,39.8,23.08254200146092,89.03368342867219
880508,male,73,171.0,80.0,26.0,110.0,41.2,27.358845456721728,89.03368342867219
880509,male,46,163.0,66.0,29.0,108.0,41.1,24.840980089578082,89.03368342867219
880510,female,45,154.0,55.0,17.0,93.0,40.3,23.19109461966605,87.53476116586509
880511,male,21,183.0,91.0,29.0,114.0,41.0,27.173101615455817,87.53476116586509
880512,female,24,161.0,60.0,26.0,106.0,40.7,23.147255121330193,87.53476116586509
880513,female,31,175.0,66.0,8.0,87.0,39.5,21.551020408163264,89.03368342867219
880514,female,48,154.0,55.0,21.0,96.0,40.6,23.19109461966605,89.03368342867219
880515,female,61,169.0,71.0,9.0,90.0,39.7,24.859073561850078,87.53476116586509
880516,male,39,191.0,90.0,13.0,91.0,39.9,24.67037636029714,87.53476116586509
880517,male,45,186.0,93.0,28.0,112.0,40.5,26.881720430107524,87.53476116586509
880518,male,45,176.0,79.0,16.0,96.0,40.0,25.50361570247934,87.53476116586509
880519,male,32,182.0,81.0,4.0,94.0,39.0,24.453568409612362,89.03368342867219
880520,male,45,189.0,95.0,13.0,92.0,40.2,26.595000139973685,87.53476116586509
880521,male,38,182.0,89.0,21.0,107.0,40.4,26.86873565994445,87.53476116586509
880522,female,48,149.0,51.0,21.0,98.0,40.8,22.97193820098194,87.53476116586509
880523,male,20,196.0,92.0,2.0,89.0,38.4,23.94835485214494,89.03368342867219
880524,female,23,168.0,62.0,26.0,104.0,40.9,21.9671201814059,87.53476116586509
880525,female,27,170.0,68.0,13.0,94.0,40.3,23.529411764705884,87.53476116586509
880526,female,40,149.0,50.0,9.0,90.0,39.4,22.52150804017837,87.53476116586509
880527,female,60,178.0,76.0,3.0,85.0,38.8,23.98687034465345,87.53476116586509
880528,male,25,182.0,82.0,10.0,94.0,40.2,24.755464315903875,89.03368342867219
880529,female,58,149.0,52.0,13.0,97.0,40.3,23.422368361785505,87.53476116586509
880530,female,25,168.0,64.0,4.0,84.0,39.1,22.67573696145125,89.03368342867219
880531,female,30,166.0,64.0,27.0,117.0,40.9,23.225431847873423,89.03368342867219
880532,female,46,170.0,67.0,7.0,88.0,39.6,23.18339100346021,89.03368342867219
880533,male,35,192.0,91.0,10.0,89.0,39.7,24.68532986111111,89.03368342867219
880534,male,32,179.0,87.0,20.0,94.0,40.5,27.15271058955713,89.03368342867219
880535,male,46,180.0,78.0,10.0,94.0,39.8,24.074074074074073,89.03368342867219
880536,female,55,177.0,73.0,26.0,109.0,40.9,23.301094832264035,89.03368342867219
880537,male,55,174.0,77.0,28.0,107.0,40.9,25.43268595587264,87.53476116586509
880538,female,30,177.0,76.0,27.0,112.0,40.7,24.258674071946118,89.03368342867219
880539,female,39,171.0,61.0,19.0,106.0,40.4,20.86111966075032,89.03368342867219
880540,male,75,186.0,91.0,8.0,89.0,39.8,26.303618915481554,87.53476116586509
880541,female,27,154.0,52.0,24.0,95.0,40.5,21.926125822229718,87.53476116586509
880542,male,70,196.0,90.0,28.0,97.0,41.0,23.427738442315704,87.53476116586509
880543,female,37,161.0,63.0,17.0,99.0,40.2,24.3046178773967,87.53476116586509
880544,male,56,179.0,83.0,3.0,83.0,38.9,25.90431010268094,87.53476116586509
880545,male,22,188.0,92.0,22.0,105.0,39.9,26.029877772747852,87.53476116586509
880546,female,52,178.0,76.0,15.0,102.0,40.5,23.98687034465345,89.03368342867219
880547,female,42,163.0,63.0,9.0,82.0,39.8,23.711844630960897,89.03368342867219
880548,female,54,157.0,56.0,18.0,95.0,40.6,22.7189744005842,87.53476116586509
880549,female,26,161.0,56.0,27.0,104.0,40.6,21.60410477990818,89.03368342867219
880550,male,29,194.0,98.0,1.0,91.0,37.9,26.03889892655968,89.03368342867219
880551,female,44,163.0,60.0,12.0,91.0,39.9,22.582709172343712,87.53476116586509
880552,female,37,163.0,59.0,1.0,86.0,37.8,22.20633068613798,87.53476116586509
880553,female,49,165.0,62.0,11.0,89.0,39.7,22.77318640955005,87.53476116586509
880554,male,61,193.0,97.0,21.0,97.0,40.8,26.040967542752828,87.53476116586509
880555,male,28,195.0,99.0,27.0,106.0,41.0,26.035502958579883,87.53476116586509
880556,female,49,172.0,67.0,20.0,102.0,40.6,22.647376960519203,89.03368342867219
880557,female,23,175.0,67.0,10.0,87.0,39.9,21.877551020408163,89.03368342867219
880558,male,34,188.0,87.0,16.0,99.0,40.1,24.615210502489816,87.53476116586509
880559,male,60,205.0,101.0,29.0,115.0,40.9,24.033313503866747,87.53476116586509
880560,female,28,169.0,68.0,11.0,93.0,39.7,23.80869017191275,89.03368342867219
880561,male,44,178.0,77.0,5.0,85.0,39.1,24.302487059714682,89.03368342867219
880562,male,47,183.0,84.0,19.0,98.0,40.6,25.082863029651524,87.53476116586509
880563,male,28,169.0,69.0,24.0,99.0,40.6,24.158817968558527,87.53476116586509
880564,male,54,187.0,86.0,13.0,95.0,40.4,24.59321112985787,87.53476116586509
880565,male,42,176.0,80.0,15.0,93.0,40.1,25.826446280991735,89.03368342867219
880566,female,22,170.0,64.0,15.0,95.0,40.2,22.145328719723185,87.53476116586509
880567,female,37,161.0,60.0,22.0,101.0,40.5,23.147255121330193,89.03368342867219
880568,male,40,164.0,61.0,26.0,106.0,40.6,22.679952409280194,87.53476116586509
880569,female,22,175.0,75.0,22.0,103.0,40.6,24.489795918367346,89.03368342867219
880570,male,51,183.0,89.0,18.0,97.0,40.3,26.575890590940304,87.53476116586509
880571,female,50,174.0,67.0,11.0,93.0,40.0,22.12973972783723,89.03368342867219
880572,female,38,163.0,62.0,20.0,99.0,40.3,23.335466144755166,89.03368342867219
880573,female,36,171.0,75.0,23.0,112.0,40.4,25.64891761567662,87.53476116586509
880574,female,28,157.0,55.0,15.0,101.0,40.5,22.313278429145196,89.03368342867219
880575,male,65,185.0,84.0,29.0,98.0,40.7,24.543462381300216,89.03368342867219
880576,male,32,184.0,88.0,10.0,94.0,39.9,25.99243856332703,87.53476116586509
880577,female,25,157.0,59.0,18.0,109.0,40.2,23.93606231490121,87.53476116586509
880578,male,25,186.0,88.0,5.0,83.0,38.7,25.4364666435426,89.03368342867219
880579,female,54,156.0,60.0,27.0,110.0,40.9,24.654832347140037,87.53476116586509
880580,male,36,187.0,92.0,7.0,90.0,39.7,26.309016557522373,87.53476116586509
880581,female,25,169.0,67.0,15.0,93.0,40.3,23.458562375266975,89.03368342867219
880582,male,33,191.0,88.0,28.0,113.0,40.9,24.12214577451276,87.53476116586509
880583,female,39,162.0,60.0,30.0,105.0,40.7,22.86236854138088,87.53476116586509
880584,female,38,168.0,69.0,12.0,91.0,39.9,24.44727891156463,89.03368342867219
880585,male,26,191.0,93.0,17.0,94.0,40.4,25.492722238973712,87.53476116586509
880586,female,38,150.0,50.0,23.0,99.0,40.6,22.22222222222222,87.53476116586509
880587,male,45,194.0,96.0,16.0,97.0,40.3,25.507492826017643,87.53476116586509
880588,male,21,185.0,81.0,15.0,99.0,40.1,23.66691015339664,87.53476116586509
880589,female,43,172.0,76.0,24.0,99.0,40.9,25.689561925365066,89.03368342867219
880590,male,57,194.0,99.0,30.0,110.0,40.9,26.304601976830696,87.53476116586509
880591,female,35,160.0,62.0,19.0,100.0,40.6,24.218749999999996,89.03368342867219
880592,female,46,151.0,50.0,20.0,100.0,40.7,21.928862769176792,89.03368342867219
880593,female,43,159.0,56.0,3.0,76.0,38.7,22.151022507021082,87.53476116586509
880594,female,23,164.0,64.0,29.0,107.0,40.8,23.795359904818564,89.03368342867219
880595,female,69,166.0,63.0,20.0,107.0,40.6,22.8625344752504,87.53476116586509
880596,female,51,181.0,75.0,2.0,81.0,38.2,22.89307408198773,87.53476116586509
880597,female,29,179.0,75.0,9.0,91.0,39.6,23.40750912892856,87.53476116586509
880598,female,37,171.0,73.0,3.0,78.0,38.7,24.96494647925858,89.03368342867219
880599,female,21,157.0,55.0,16.0,101.0,40.2,22.313278429145196,89.03368342867219
880600,female,79,156.0,57.0,8.0,87.0,39.6,23.422090729783037,89.03368342867219
880601,male,25,193.0,90.0,8.0,87.0,40.0,24.161722462347985,89.03368342867219
880602,male,21,185.0,85.0,23.0,104.0,41.0,24.835646457268076,89.03368342867219
880603,female,38,162.0,60.0,15.0,92.0,40.3,22.86236854138088,87.53476116586509
880604,female,31,159.0,59.0,5.0,79.0,39.0,23.337684427040067,89.03368342867219
880605,female,33,162.0,59.0,22.0,106.0,40.5,22.481329065691202,89.03368342867219
880606,male,21,189.0,99.0,21.0,104.0,40.6,27.714789619551524,89.03368342867219
880607,male,62,189.0,98.0,28.0,114.0,41.0,27.434842249657066,87.53476116586509
880608,female,30,159.0,59.0,17.0,102.0,40.5,23.337684427040067,87.53476116586509
880609,female,23,167.0,61.0,22.0,100.0,40.7,21.872422819032593,89.03368342867219
880610,female,42,184.0,79.0,16.0,98.0,40.3,23.334120982986768,89.03368342867219
880611,female,31,160.0,63.0,16.0,99.0,40.1,24.609374999999996,89.03368342867219
880612,male,63,189.0,91.0,21.0,105.0,40.6,25.475210660395845,87.53476116586509
880613,male,50,183.0,89.0,29.0,106.0,40.8,26.575890590940304,89.03368342867219
880614,male,27,161.0,65.0,14.0,89.0,40.3,25.076193048107708,87.53476116586509
880615,female,78,159.0,62.0,9.0,95.0,39.6,24.524346347059055,89.03368342867219
880616,male,21,174.0,75.0,12.0,85.0,39.7,24.772096710265558,89.03368342867219
880617,female,35,166.0,62.0,14.0,96.0,39.9,22.49963710262738,89.03368342867219
880618,male,22,185.0,87.0,5.0,90.0,39.2,25.420014609203797,89.03368342867219
880619,male,62,179.0,82.0,20.0,90.0,40.4,25.592209980961893,89.03368342867219
880620,female,50,188.0,83.0,24.0,106.0,40.5,23.48347668628339,87.53476116586509
880621,male,50,182.0,91.0,30.0,108.0,40.9,27.47252747252747,89.03368342867219
880622,male,45,183.0,90.0,2.0,89.0,38.2,26.874496103198062,89.03368342867219
880623,female,32,169.0,71.0,16.0,104.0,40.5,24.859073561850078,87.53476116586509
880624,female,43,159.0,61.0,7.0,90.0,39.7,24.128792373719392,87.53476116586509
880625,female,37,163.0,63.0,10.0,95.0,39.8,23.711844630960897,89.03368342867219
880626,male,56,181.0,79.0,7.0,86.0,39.6,24.114038033027075,89.03368342867219
880627,female,40,148.0,54.0,11.0,87.0,39.7,24.653031409788166,89.03368342867219
880628,female,54,167.0,75.0,6.0,87.0,39.4,26.89232313815483,89.03368342867219
880629,female,40,164.0,63.0,10.0,88.0,39.9,23.423557406305775,89.03368342867219
880630,female,58,158.0,62.0,8.0,84.0,39.9,24.83576349943919,87.53476116586509
880631,female,39,161.0,59.0,8.0,88.0,39.5,22.76146753597469,87.53476116586509
880632,male,35,167.0,69.0,2.0,84.0,38.3,24.740937287102444,87.53476116586509
880633,male,24,175.0,74.0,29.0,94.0,40.7,24.163265306122447,87.53476116586509
880634,male,20,202.0,99.0,16.0,92.0,40.1,24.26232722282129,87.53476116586509
880635,female,28,152.0,51.0,30.0,112.0,40.8,22.07409972299169,89.03368342867219
880636,male,47,203.0,111.0,18.0,95.0,40.8,26.935863524958148,89.03368342867219
880637,male,20,186.0,80.0,25.0,106.0,40.7,23.12406058503873,87.53476116586509
880638,female,35,157.0,61.0,14.0,89.0,40.3,24.747454257779218,89.03368342867219
880639,male,22,178.0,77.0,9.0,91.0,39.4,24.302487059714682,89.03368342867219
880640,male,21,175.0,79.0,12.0,96.0,40.2,25.79591836734694,87.53476116586509
880641,male,36,177.0,83.0,6.0,87.0,39.2,26.493025631204315,89.03368342867219
880642,male,25,189.0,89.0,16.0,94.0,40.6,24.915315920606925,87.53476116586509
880643,female,41,171.0,64.0,11.0,86.0,39.6,21.887076365377382,87.53476116586509
880644,female,26,148.0,52.0,17.0,101.0,40.4,23.739956172388606,89.03368342867219
880645,male,22,181.0,82.0,22.0,102.0,40.6,25.029760996306585,87.53476116586509
880646,female,26,169.0,67.0,12.0,88.0,40.3,23.458562375266975,87.53476116586509
880647,female,31,148.0,52.0,3.0,81.0,38.0,23.739956172388606,89.03368342867219
880648,male,78,184.0,84.0,30.0,112.0,40.6,24.8109640831758,89.03368342867219
880649,female,60,176.0,70.0,13.0,86.0,40.2,22.59814049586777,89.03368342867219
880650,female,55,161.0,63.0,3.0,87.0,38.7,24.3046178773967,89.03368342867219
880651,male,20,173.0,68.0,14.0,96.0,39.8,22.720438370810918,89.03368342867219
880652,female,45,182.0,75.0,4.0,82.0,38.8,22.6421929718633,87.53476116586509
880653,female,42,159.0,58.0,24.0,101.0,40.8,22.942130453700404,87.53476116586509
880654,female,31,175.0,72.0,9.0,92.0,39.6,23.510204081632654,87.53476116586509
880655,female,50,162.0,62.0,25.0,106.0,40.6,23.624447492760247,87.53476116586509
880656,male,21,178.0,86.0,24.0,105.0,40.9,27.143037495265748,89.03368342867219
880657,male,23,179.0,78.0,13.0,94.0,40.2,24.343809494085704,89.03368342867219
880658,male,37,177.0,87.0,15.0,93.0,39.9,27.769797950780426,89.03368342867219
880659,female,54,169.0,68.0,5.0,84.0,38.9,23.80869017191275,89.03368342867219
880660,male,42,178.0,77.0,12.0,98.0,40.1,24.302487059714682,87.53476116586509
880661,female,79,156.0,59.0,20.0,101.0,40.7,24.243918474687703,89.03368342867219
880662,female,26,166.0,61.0,25.0,99.0,40.9,22.136739730004358,87.53476116586509
880663,female,59,159.0,61.0,21.0,98.0,40.6,24.128792373719392,89.03368342867219
880664,female,42,163.0,65.0,29.0,109.0,40.9,24.46460160337235,87.53476116586509
880665,female,64,166.0,65.0,9.0,96.0,39.5,23.588329220496444,87.53476116586509
880666,female,54,174.0,74.0,6.0,83.0,39.3,24.441802087462015,89.03368342867219
880667,female,21,181.0,71.0,9.0,81.0,39.5,21.672110130948383,87.53476116586509
880668,male,20,198.0,107.0,8.0,89.0,39.1,27.293133353739414,87.53476116586509
880669,female,38,163.0,65.0,17.0,87.0,40.3,24.46460160337235,87.53476116586509
880670,male,26,191.0,93.0,13.0,96.0,40.3,25.492722238973712,89.03368342867219
880671,male,29,184.0,88.0,21.0,103.0,40.5,25.99243856332703,87.53476116586509
880672,female,41,161.0,53.0,26.0,105.0,40.7,20.446742023841672,89.03368342867219
880673,female,35,177.0,75.0,7.0,88.0,39.5,23.93948099205209,87.53476116586509
880674,male,41,178.0,81.0,23.0,108.0,40.9,25.5649539199596,87.53476116586509
880675,male,34,171.0,71.0,18.0,100.0,40.2,24.280975342840534,89.03368342867219
880676,male,71,172.0,70.0,9.0,86.0,40.0,23.661438615467823,89.03368342867219
880677,male,71,173.0,80.0,16.0,99.0,40.2,26.729927495071667,87.53476116586509
880678,female,71,163.0,64.0,12.0,97.0,39.7,24.088223117166624,87.53476116586509
880679,female,29,167.0,64.0,5.0,79.0,39.2,22.948115744558788,87.53476116586509
880680,female,28,167.0,65.0,2.0,77.0,38.2,23.306680053067517,87.53476116586509
880681,female,23,182.0,71.0,8.0,91.0,40.1,21.434609346697258,87.53476116586509
880682,female,32,158.0,64.0,24.0,116.0,41.0,25.63691716071142,89.03368342867219
880683,female,28,164.0,59.0,23.0,103.0,40.8,21.936347412254616,87.53476116586509
880684,female,52,166.0,60.0,4.0,82.0,39.1,21.773842357381334,87.53476116586509
880685,male,50,194.0,91.0,19.0,95.0,40.3,24.178977574662557,87.53476116586509
880686,male,61,186.0,88.0,28.0,110.0,40.6,25.4364666435426,89.03368342867219
880687,female,60,168.0,63.0,8.0,95.0,39.5,22.321428571428577,87.53476116586509
880688,male,45,179.0,75.0,18.0,97.0,40.2,23.40750912892856,89.03368342867219
880689,female,46,151.0,51.0,11.0,99.0,39.7,22.367440024560327,87.53476116586509
880690,female,40,165.0,66.0,13.0,92.0,40.3,24.242424242424246,87.53476116586509
880691,female,64,174.0,75.0,28.0,112.0,40.8,24.772096710265558,89.03368342867219
880692,female,45,169.0,70.0,17.0,99.0,40.4,24.508945765204302,89.03368342867219
880693,female,22,162.0,55.0,13.0,90.0,40.3,20.957171162932475,87.53476116586509
880694,female,22,165.0,61.0,16.0,89.0,40.4,22.4058769513315,89.03368342867219
880695,male,26,182.0,84.0,26.0,110.0,40.6,25.359256128486894,87.53476116586509
880696,female,52,168.0,70.0,23.0,104.0,40.7,24.801587301587304,87.53476116586509
880697,male,35,193.0,92.0,24.0,105.0,40.5,24.69864962817794,87.53476116586509
880698,female,79,150.0,55.0,8.0,93.0,39.6,24.444444444444443,87.53476116586509
880699,male,43,182.0,85.0,9.0,86.0,39.8,25.661152034778407,89.03368342867219
880700,male,21,178.0,76.0,4.0,89.0,38.5,23.98687034465345,87.53476116586509
880701,female,35,182.0,82.0,30.0,108.0,40.5,24.755464315903875,87.53476116586509
880702,female,32,174.0,72.0,19.0,103.0,40.5,23.781212841854934,89.03368342867219
880703,male,42,197.0,102.0,15.0,90.0,40.3,26.282563322940554,89.03368342867219
880704,female,27,186.0,82.0,10.0,86.0,39.7,23.702162099664697,87.53476116586509
880705,female,48,181.0,79.0,4.0,91.0,39.4,24.114038033027075,87.53476116586509
880706,female,25,163.0,59.0,18.0,91.0,40.5,22.20633068613798,89.03368342867219
880707,male,44,182.0,91.0,5.0,95.0,39.1,27.47252747252747,87.53476116586509
880708,male,59,194.0,94.0,25.0,100.0,40.6,24.97608672547561,89.03368342867219
880709,male,24,194.0,90.0,11.0,85.0,39.4,23.91327452439154,87.53476116586509
880710,female,21,182.0,75.0,25.0,107.0,40.6,22.6421929718633,89.03368342867219
880711,female,40,157.0,59.0,19.0,97.0,40.3,23.93606231490121,87.53476116586509
880712,male,32,176.0,83.0,29.0,112.0,40.8,26.794938016528928,89.03368342867219
880713,female,21,169.0,64.0,8.0,88.0,39.9,22.40817898532965,87.53476116586509
880714,female,48,169.0,65.0,7.0,89.0,39.8,22.758306781975424,87.53476116586509
880715,female,46,169.0,65.0,29.0,113.0,40.9,22.758306781975424,87.53476116586509
880716,male,21,180.0,83.0,12.0,88.0,40.4,25.61728395061728,89.03368342867219
880717,female,64,166.0,72.0,11.0,91.0,39.8,26.1286108288576,89.03368342867219
880718,female,69,172.0,67.0,3.0,89.0,38.6,22.647376960519203,87.53476116586509
880719,male,29,194.0,98.0,17.0,98.0,40.5,26.03889892655968,87.53476116586509
880720,male,31,177.0,78.0,19.0,99.0,40.7,24.897060231734173,87.53476116586509
880721,male,56,183.0,86.0,25.0,104.0,40.6,25.680074054167036,89.03368342867219
880722,female,42,159.0,60.0,13.0,91.0,39.8,23.73323840037973,89.03368342867219
880723,male,30,185.0,85.0,18.0,96.0,40.3,24.835646457268076,87.53476116586509
880724,male,44,196.0,92.0,24.0,103.0,40.8,23.94835485214494,87.53476116586509
880725,female,45,151.0,54.0,27.0,104.0,40.8,23.683171790710933,87.53476116586509
880726,male,21,180.0,79.0,11.0,98.0,40.1,24.382716049382715,87.53476116586509
880727,female,48,200.0,101.0,25.0,98.0,40.6,25.25,89.03368342867219
880728,male,39,201.0,102.0,5.0,89.0,38.9,25.246899829212154,89.03368342867219
880729,female,24,171.0,75.0,8.0,88.0,39.9,25.64891761567662,89.03368342867219
880730,female,32,159.0,57.0,26.0,103.0,40.7,22.54657648036074,89.03368342867219
880731,male,20,180.0,81.0,25.0,106.0,40.7,25.0,87.53476116586509
880732,female,47,153.0,49.0,7.0,87.0,39.5,20.932120124738347,89.03368342867219
880733,female,31,169.0,64.0,15.0,89.0,40.3,22.40817898532965,89.03368342867219
880734,female,50,161.0,60.0,18.0,101.0,40.5,23.147255121330193,89.03368342867219
880735,female,42,181.0,74.0,27.0,113.0,40.9,22.587833094227893,87.53476116586509
880736,female,25,163.0,64.0,9.0,87.0,39.7,24.088223117166624,87.53476116586509
880737,male,27,190.0,94.0,16.0,96.0,40.1,26.038781163434905,89.03368342867219
880738,female,62,160.0,61.0,13.0,95.0,40.0,23.828124999999996,87.53476116586509
880739,male,36,188.0,87.0,22.0,101.0,40.4,24.615210502489816,89.03368342867219
880740,female,71,161.0,57.0,2.0,91.0,38.0,21.98989236526368,87.53476116586509
880741,female,30,158.0,59.0,14.0,96.0,40.3,23.634033007530842,87.53476116586509
880742,male,31,183.0,86.0,19.0,95.0,40.1,25.680074054167036,89.03368342867219
880743,male,66,193.0,103.0,7.0,89.0,39.4,27.65174904024269,89.03368342867219
880744,male,75,186.0,90.0,27.0,111.0,41.0,26.014568158168572,87.53476116586509
880745,male,53,195.0,101.0,14.0,95.0,40.1,26.56147271531887,87.53476116586509
880746,female,37,168.0,64.0,24.0,104.0,40.6,22.67573696145125,87.53476116586509
880747,female,63,162.0,64.0,21.0,103.0,40.5,24.38652644413961,87.53476116586509
880748,female,42,162.0,59.0,28.0,107.0,40.9,22.481329065691202,87.53476116586509
880749,male,21,195.0,95.0,10.0,90.0,39.6,24.983563445101908,89.03368342867219
880750,male,68,195.0,97.0,23.0,107.0,40.7,25.509533201840895,87.53476116586509
880751,female,70,169.0,64.0,24.0,107.0,40.6,22.40817898532965,87.53476116586509
880752,male,48,190.0,91.0,3.0,79.0,38.6,25.207756232686982,89.03368342867219
880753,male,35,197.0,101.0,27.0,113.0,40.8,26.02489113349996,87.53476116586509
880754,male,67,173.0,79.0,24.0,107.0,40.8,26.395803401383272,87.53476116586509
880755,male,27,190.0,88.0,21.0,102.0,40.5,24.37673130193906,89.03368342867219
880756,female,22,161.0,64.0,25.0,105.0,40.7,24.690405462752206,89.03368342867219
880757,male,50,167.0,74.0,13.0,98.0,40.2,26.533758829646096,89.03368342867219
880758,female,39,174.0,71.0,12.0,95.0,39.9,23.450918219051392,89.03368342867219
880759,female,49,184.0,77.0,5.0,82.0,39.1,22.743383742911153,87.53476116586509
880760,male,74,181.0,82.0,2.0,80.0,37.8,25.029760996306585,89.03368342867219
880761,female,43,177.0,73.0,3.0,86.0,38.9,23.301094832264035,89.03368342867219
880762,male,71,182.0,83.0,25.0,111.0,40.7,25.057360222195385,87.53476116586509
880763,female,62,165.0,68.0,29.0,108.0,41.1,24.977043158861342,89.03368342867219
880764,female,62,182.0,75.0,4.0,85.0,38.7,22.6421929718633,87.53476116586509
880765,male,45,192.0,91.0,3.0,85.0,38.8,24.68532986111111,89.03368342867219
880766,female,64,165.0,65.0,17.0,93.0,40.4,23.875114784205696,89.03368342867219
880767,male,28,181.0,84.0,9.0,92.0,39.7,25.640242971826257,89.03368342867219
880768,female,44,168.0,66.0,3.0,87.0,39.0,23.384353741496604,89.03368342867219
880769,male,57,185.0,95.0,10.0,90.0,39.8,27.757487216946675,89.03368342867219
880770,male,36,185.0,79.0,21.0,105.0,40.4,23.08254200146092,87.53476116586509
880771,male,38,182.0,90.0,14.0,91.0,40.0,27.17063156623596,87.53476116586509
880772,male,29,177.0,82.0,10.0,92.0,39.8,26.173832551310287,87.53476116586509
880773,male,46,182.0,81.0,3.0,79.0,38.6,24.453568409612362,89.03368342867219
880774,female,58,177.0,76.0,20.0,100.0,40.6,24.258674071946118,87.53476116586509
880775,female,26,162.0,60.0,16.0,93.0,40.3,22.86236854138088,87.53476116586509
880776,female,55,152.0,51.0,20.0,111.0,40.1,22.07409972299169,87.53476116586509
880777,male,24,182.0,88.0,1.0,81.0,37.7,26.56683975365294,87.53476116586509
880778,male,24,174.0,78.0,9.0,85.0,39.1,25.762980578676178,87.53476116586509
880779,female,71,173.0,71.0,16.0,94.0,40.2,23.722810651876106,87.53476116586509
880780,male,21,180.0,79.0,4.0,85.0,38.9,24.382716049382715,87.53476116586509
880781,male,20,174.0,79.0,25.0,107.0,40.7,26.09327520147972,89.03368342867219
880782,female,34,147.0,51.0,21.0,93.0,40.4,23.601277245592115,89.03368342867219
880783,female,36,176.0,71.0,7.0,88.0,39.7,22.920971074380166,89.03368342867219
880784,male,32,174.0,76.0,2.0,81.0,38.3,25.102391333069097,89.03368342867219
880785,female,39,175.0,66.0,17.0,95.0,40.4,21.551020408163264,89.03368342867219
880786,female,51,155.0,59.0,15.0,95.0,40.0,24.55775234131113,87.53476116586509
880787,male,33,175.0,75.0,27.0,98.0,40.8,24.489795918367346,87.53476116586509
880788,female,64,185.0,81.0,15.0,94.0,39.9,23.66691015339664,89.03368342867219
880789,female,30,159.0,59.0,28.0,105.0,40.2,23.337684427040067,87.53476116586509
880790,female,43,149.0,50.0,27.0,109.0,40.5,22.52150804017837,89.03368342867219
880791,male,51,188.0,96.0,6.0,85.0,39.1,27.16161158895428,87.53476116586509
880792,female,74,168.0,65.0,8.0,96.0,39.2,23.030045351473927,89.03368342867219
880793,male,34,179.0,74.0,30.0,115.0,41.2,23.095409007209515,89.03368342867219
880794,male,54,191.0,94.0,4.0,82.0,39.1,25.766837531865903,89.03368342867219
880795,male,56,182.0,87.0,6.0,91.0,39.3,26.26494384736143,89.03368342867219
880796,male,38,181.0,86.0,16.0,91.0,40.1,26.25072494734593,89.03368342867219
880797,male,40,186.0,91.0,8.0,95.0,39.7,26.303618915481554,89.03368342867219
880798,female,44,174.0,71.0,25.0,109.0,40.8,23.450918219051392,89.03368342867219
880799,male,45,174.0,81.0,26.0,104.0,40.7,26.7538644470868,87.53476116586509
880800,male,26,178.0,81.0,16.0,94.0,40.2,25.5649539199596,89.03368342867219
880801,female,61,148.0,54.0,3.0,91.0,39.0,24.653031409788166,89.03368342867219
